content,score
I kinda love this app but the only problem that I've face now is that i want to have my task on my pc and i think it would be great if you could put some accounts so that we can easily sort our task in any devices that we are into,4
Hi Steve. Is it possible to add voice reminder notifications in your app using google TTS tool?,4
I love it but theres one thing you should add. A note pad for notes for extra.,4
Helps me remember things that I need to do.,4
How can I change the language??,4
This app is so far the best todo list app. It has almost everything I want but currently if I complete a subtask it doesn't add up to the main percentage of menu list (only shows percentage in absolute value) unless I complete all the subtask under a task. I really need it to show the percentages like this (i.e: 90.5%) if I am unable to complete some of the sub tasks,4
Practical,4
"I really love the app, the design and functionality. It's just that, I hope there is a way to better navigate the different tasks. They are together on the left menu with the calendar. Calendar is not even a task.",4
"Not bad, pretty basic but its helpful",4
It sucks and it awesome,4
"Helps stay organized, wish it kept track daily",4
Nice,4
Helpful with reminding me of things that need to be done,4
"I've been using your app for awhile now & love it, but for the 1st time today everything I did since last night is not there & I do a lot of personal & work things. Can you please help me with this problem?",4
yeah!🤩,4
Great and fabulous. Helps me to manage and organise my tasks,4
So far working great...,4
Clean layout and does what it says without egregious permissions. Two thumbs. Unfortunately I can't find information about the app's functions even within the help menu: - Recurring tasks do not appear to reset if they are not complete. I can't figure out how to make them reset even if they are incomplete. - I can't make my recurring items show up on the calendar. - I can't manually set the reset time since my tasks might be completed between 8pm and 3 am. - View previous recurring tasks.,4
